Category,Price,Rating,Stock,Discount,Final_Price,Price_Category,Rating_Label
Home & Garden,1032.0,3.05,In Stock,7.0,959.76,Budget,Good
Clothing,4618.0,2.01,Out of Stock,12.0,4063.84,Mid-Range,Average
Home & Garden,3645.0,3.05,In Stock,40.0,2187.0,Mid-Range,Good
Home & Garden,2232.0,2.61,Out of Stock,24.0,1696.32,Budget,Average
Electronics,9891.0,1.99,In Stock,19.0,8011.71,Luxury,Poor
Home & Garden,4056.0,3.28,Out of Stock,19.0,3285.36,Mid-Range,Good
Electronics,2157.0,3.03,In Stock,40.0,1294.2,Budget,Good
Home & Garden,2233.0,2.89,In Stock,39.0,1362.13,Budget,Average
Home & Garden,6697.0,3.05,In Stock,5.0,6362.15,Premium,Good
Clothing,3509.0,3.76,In Stock,33.0,2351.03,Mid-Range,Good
Home & Garden,5432.0,3.66,In Stock,13.0,4725.84,Premium,Good
Clothing,6999.0,3.25,Out of Stock,33.0,4689.33,Premium,Good
Home & Garden,623.0,1.89,Out of Stock,12.0,548.24,Budget,Poor
Home & Garden,2900.0,3.05,In Stock,19.0,2349.0,Mid-Range,Good
Home & Garden,5114.0,3.12,Out of Stock,20.0,4091.2,Premium,Good
Home & Garden,3629.0,2.95,Out of Stock,47.0,1923.37,Mid-Range,Average
Home & Garden,8787.0,1.5,Out of Stock,49.0,4481.37,Luxury,Poor
Home & Garden,7801.0,2.44,Out of Stock,21.0,6162.79,Luxury,Average
Home & Garden,5905.0,3.05,Out of Stock,31.0,4074.45,Premium,Good
Home & Garden,6634.0,3.05,Out of Stock,15.0,5638.9,Premium,Good
Sports,629.0,3.24,In Stock,2.0,616.42,Budget,Good
Home & Garden,1861.0,3.05,In Stock,44.0,1042.16,Budget,Good
Electronics,4938.0,2.98,In Stock,0.0,4938.0,Mid-Range,Average
Home & Garden,9223.0,3.05,In Stock,18.0,7562.86,Luxury,Good
Home & Garden,1561.0,3.2,Out of Stock,0.0,1561.0,Budget,Good
Home & Garden,1303.0,3.05,In Stock,4.0,1250.88,Budget,Good
Home & Garden,2376.0,3.05,Out of Stock,24.0,1805.76,Budget,Good
Home & Garden,2974.0,4.71,In Stock,37.0,1873.62,Mid-Range,Excellent
Home & Garden,5019.0,3.05,In Stock,46.0,2710.26,Premium,Good
Home & Garden,4841.0,2.81,In Stock,33.0,3243.47,Mid-Range,Average
Home & Garden,6973.0,3.16,Out of Stock,39.0,4253.53,Premium,Good
Home & Garden,7441.0,3.05,In Stock,19.0,6027.21,Premium,Good
Home & Garden,7471.0,3.05,Out of Stock,0.0,7471.0,Premium,Good
Home & Garden,8608.0,4.24,In Stock,35.0,5595.2,Luxury,Excellent
Home & Garden,5616.0,4.02,In Stock,5.0,5335.2,Premium,Excellent
Home & Garden,7581.0,1.39,In Stock,36.0,4851.84,Luxury,Poor
Home & Garden,5061.0,3.05,In Stock,42.0,2935.38,Premium,Good
Home & Garden,5829.0,4.03,Out of Stock,0.0,5829.0,Premium,Excellent
Electronics,9813.0,3.03,In Stock,25.0,7359.75,Luxury,Good
Home & Garden,9620.0,3.63,Out of Stock,3.0,9331.4,Luxury,Good
Home & Garden,825.0,3.05,In Stock,14.0,709.5,Budget,Good
Home & Garden,4222.0,4.71,In Stock,2.0,4137.56,Mid-Range,Excellent
Home & Garden,5474.0,3.05,Out of Stock,44.0,3065.44,Premium,Good
Home & Garden,6980.0,3.05,Out of Stock,20.0,5584.0,Premium,Good
Home & Garden,8653.0,3.05,In Stock,27.0,6316.69,Luxury,Good
Electronics,7138.0,4.22,Out of Stock,25.0,5353.5,Premium,Excellent
Home & Garden,9022.0,3.05,Out of Stock,33.0,6044.74,Luxury,Good
Clothing,4132.0,3.25,In Stock,39.0,2520.52,Mid-Range,Good
Sports,454.0,2.69,Out of Stock,32.0,308.72,Budget,Average
Home & Garden,8301.0,3.05,In Stock,15.0,7055.85,Luxury,Good
Home & Garden,2101.0,3.05,In Stock,35.0,1365.65,Budget,Good
Home & Garden,8317.0,3.05,Out of Stock,41.0,4907.03,Luxury,Good
Home & Garden,907.0,3.05,Out of Stock,0.0,907.0,Budget,Good
Home & Garden,5703.0,3.77,In Stock,9.0,5189.73,Premium,Good
Home & Garden,2852.0,1.83,In Stock,3.0,2766.44,Mid-Range,Poor
Home & Garden,8069.0,3.05,In Stock,24.0,6132.44,Luxury,Good
Home & Garden,911.0,2.49,In Stock,39.0,555.71,Budget,Average
Home & Garden,307.0,3.05,In Stock,46.0,165.78,Budget,Good
Electronics,844.0,4.86,In Stock,39.0,514.84,Budget,Excellent
Clothing,5220.0,3.25,In Stock,20.0,4176.0,Premium,Good
Home & Garden,2674.0,4.74,In Stock,24.0,2032.24,Mid-Range,Excellent
Home & Garden,3227.0,3.05,In Stock,3.0,3130.19,Mid-Range,Good
Sports,4594.0,3.54,In Stock,31.0,3169.86,Mid-Range,Good
Home & Garden,4683.0,3.05,In Stock,40.0,2809.8,Mid-Range,Good
Sports,1365.0,3.24,In Stock,29.0,969.15,Budget,Good
Home & Garden,9674.0,3.05,Out of Stock,42.0,5610.92,Luxury,Good
Clothing,3187.0,3.25,In Stock,33.0,2135.29,Mid-Range,Good
Home & Garden,7954.0,4.51,In Stock,2.0,7794.92,Luxury,Excellent
Home & Garden,5294.0,3.17,Out of Stock,38.0,3282.28,Premium,Good
Home & Garden,719.0,3.05,Out of Stock,24.0,546.44,Budget,Good
Home & Garden,8483.0,1.74,In Stock,24.0,6447.08,Luxury,Poor
Clothing,138.0,3.25,In Stock,21.0,109.02,Budget,Good
Home & Garden,1286.0,3.95,Out of Stock,15.0,1093.1,Budget,Good
Home & Garden,6687.0,1.13,In Stock,9.0,6085.17,Premium,Poor
Sports,7190.0,3.86,Out of Stock,21.0,5680.1,Premium,Good
Home & Garden,4962.0,3.05,In Stock,25.0,3721.5,Mid-Range,Good
Sports,3427.0,3.24,Out of Stock,26.0,2535.98,Mid-Range,Good
Clothing,4711.0,3.83,In Stock,33.0,3156.37,Mid-Range,Good
Home & Garden,5018.0,2.43,In Stock,1.0,4967.82,Premium,Average
Home & Garden,7060.0,3.86,In Stock,1.0,6989.4,Premium,Good
Sports,6011.0,3.24,In Stock,26.0,4448.14,Premium,Good
Home & Garden,4962.0,3.71,In Stock,30.0,3473.4,Mid-Range,Good
Home & Garden,4890.0,3.05,Out of Stock,19.0,3960.9,Mid-Range,Good
Home & Garden,4460.0,3.05,In Stock,9.0,4058.6,Mid-Range,Good
Home & Garden,2310.0,3.05,In Stock,35.0,1501.5,Budget,Good
Sports,5762.0,4.69,In Stock,48.0,2996.24,Premium,Excellent
Home & Garden,6368.0,3.05,Out of Stock,2.0,6240.64,Premium,Good
Home & Garden,9811.0,3.05,In Stock,27.0,7162.03,Luxury,Good
Home & Garden,539.0,3.05,Out of Stock,16.0,452.76,Budget,Good
Clothing,3870.0,4.29,Out of Stock,21.0,3057.3,Mid-Range,Excellent
Home & Garden,9029.0,3.05,In Stock,31.0,6230.01,Luxury,Good
Home & Garden,1432.0,4.48,In Stock,32.0,973.76,Budget,Excellent
Sports,6136.0,1.43,In Stock,26.0,4540.64,Premium,Poor
Home & Garden,6780.0,2.9,In Stock,9.0,6169.8,Premium,Average
Home & Garden,7002.0,3.05,Out of Stock,19.0,5671.62,Premium,Good
Home & Garden,4962.0,4.72,In Stock,9.0,4515.42,Mid-Range,Excellent
Home & Garden,6806.0,3.05,In Stock,32.0,4628.08,Premium,Good
Home & Garden,8433.0,3.05,Out of Stock,40.0,5059.8,Luxury,Good
Home & Garden,6674.0,2.0,In Stock,46.0,3603.96,Premium,Poor
Electronics,8284.0,1.32,In Stock,34.0,5467.44,Luxury,Poor
Home & Garden,627.0,1.79,Out of Stock,36.0,401.28,Budget,Poor
Home & Garden,1476.0,3.05,In Stock,1.0,1461.24,Budget,Good
Clothing,5639.0,3.88,Out of Stock,14.0,4849.54,Premium,Good
Clothing,7555.0,3.25,In Stock,43.0,4306.35,Luxury,Good
Home & Garden,7720.0,1.02,In Stock,43.0,4400.4,Luxury,Poor
Home & Garden,1857.0,2.88,In Stock,14.0,1597.02,Budget,Average
Home & Garden,2694.0,3.05,In Stock,27.0,1966.62,Mid-Range,Good
Electronics,597.0,3.03,In Stock,37.0,376.11,Budget,Good
Home & Garden,4994.0,4.71,In Stock,13.0,4344.78,Mid-Range,Excellent
Home & Garden,4663.0,3.05,In Stock,32.0,3170.84,Mid-Range,Good
Home & Garden,9916.0,4.66,In Stock,48.0,5156.32,Luxury,Excellent
Home & Garden,8260.0,1.82,In Stock,40.0,4956.0,Luxury,Poor
Home & Garden,3757.0,3.81,Out of Stock,48.0,1953.64,Mid-Range,Good
Home & Garden,2300.0,3.05,In Stock,24.0,1748.0,Budget,Good
Sports,5602.0,4.59,In Stock,36.0,3585.28,Premium,Excellent
Home & Garden,8641.0,3.05,Out of Stock,11.0,7690.49,Luxury,Good
Home & Garden,5650.0,2.0,In Stock,17.0,4689.5,Premium,Poor
Home & Garden,4392.0,3.05,Out of Stock,33.0,2942.64,Mid-Range,Good
Home & Garden,2079.0,1.5,Out of Stock,49.0,1060.29,Budget,Poor
Clothing,8740.0,1.76,Out of Stock,37.0,5506.2,Luxury,Poor
Sports,4961.0,3.24,In Stock,44.0,2778.16,Mid-Range,Good
Home & Garden,9731.0,1.45,In Stock,46.0,5254.74,Luxury,Poor
Home & Garden,8185.0,2.57,In Stock,41.0,4829.15,Luxury,Average
Home & Garden,4167.0,3.05,Out of Stock,24.0,3166.92,Mid-Range,Good
Home & Garden,483.0,3.05,Out of Stock,12.0,425.04,Budget,Good
Electronics,688.0,3.03,In Stock,3.0,667.36,Budget,Good
Sports,220.0,3.24,In Stock,33.0,147.4,Budget,Good
Home & Garden,7578.0,3.05,Out of Stock,15.0,6441.3,Luxury,Good
Home & Garden,4155.0,3.05,In Stock,28.0,2991.6,Mid-Range,Good
Electronics,4431.0,3.03,Out of Stock,23.0,3411.87,Mid-Range,Good
Home & Garden,7386.0,4.24,Out of Stock,38.0,4579.32,Premium,Excellent
Home & Garden,4962.0,2.31,Out of Stock,21.0,3919.98,Mid-Range,Average
Home & Garden,8911.0,3.05,Out of Stock,24.0,6772.36,Luxury,Good
Home & Garden,2287.0,3.14,In Stock,7.0,2126.91,Budget,Good
Sports,8128.0,2.07,In Stock,24.0,6177.28,Luxury,Average
Home & Garden,9889.0,1.61,In Stock,49.0,5043.39,Luxury,Poor
Home & Garden,430.0,1.94,In Stock,24.0,326.8,Budget,Poor
Electronics,866.0,3.18,In Stock,37.0,545.58,Budget,Good
Home & Garden,6445.0,3.05,In Stock,17.0,5349.35,Premium,Good
Home & Garden,7879.0,3.22,In Stock,26.0,5830.46,Luxury,Good
Home & Garden,4269.0,2.74,In Stock,36.0,2732.16,Mid-Range,Average
Clothing,5140.0,2.45,Out of Stock,17.0,4266.2,Premium,Average
Sports,2792.0,3.59,In Stock,24.0,2121.92,Mid-Range,Good
Home & Garden,4116.0,3.05,Out of Stock,40.0,2469.6,Mid-Range,Good
Home & Garden,7039.0,3.05,Out of Stock,21.0,5560.81,Premium,Good
Home & Garden,660.0,3.73,In Stock,24.0,501.6,Budget,Good
Home & Garden,9574.0,3.05,In Stock,35.0,6223.1,Luxury,Good
Home & Garden,4962.0,3.32,Out of Stock,49.0,2530.62,Mid-Range,Good
Home & Garden,8136.0,2.09,In Stock,24.0,6183.36,Luxury,Average
Sports,9895.0,1.94,In Stock,26.0,7322.3,Luxury,Poor
Home & Garden,147.0,3.34,Out of Stock,24.0,111.72,Budget,Good
Electronics,3693.0,3.03,In Stock,5.0,3508.35,Mid-Range,Good
Home & Garden,1193.0,3.05,In Stock,49.0,608.43,Budget,Good
Clothing,107.0,2.37,In Stock,24.5,80.78,Budget,Average
Electronics,1151.0,4.49,In Stock,20.0,920.8,Budget,Excellent
Sports,7682.0,1.98,In Stock,23.0,5915.14,Luxury,Poor
Home & Garden,5337.0,1.69,In Stock,4.0,5123.52,Premium,Poor
Home & Garden,6710.0,3.05,In Stock,33.0,4495.7,Premium,Good
Home & Garden,4962.0,1.94,Out of Stock,12.0,4366.56,Mid-Range,Poor
Home & Garden,3318.0,3.05,Out of Stock,38.0,2057.16,Mid-Range,Good
Home & Garden,993.0,3.05,Out of Stock,34.0,655.38,Budget,Good
Home & Garden,2756.0,3.05,In Stock,0.0,2756.0,Mid-Range,Good
Home & Garden,9565.0,1.56,In Stock,11.0,8512.85,Luxury,Poor
Home & Garden,6186.0,3.05,In Stock,24.0,4701.36,Premium,Good
Sports,6702.0,3.24,In Stock,26.0,4959.48,Premium,Good
Electronics,6258.0,3.03,Out of Stock,8.0,5757.36,Premium,Good
Home & Garden,7678.0,4.2,Out of Stock,49.0,3915.78,Luxury,Excellent
Electronics,6001.0,3.03,In Stock,47.0,3180.53,Premium,Good
Sports,5229.0,3.24,Out of Stock,37.0,3294.27,Premium,Good
Home & Garden,533.0,3.05,In Stock,24.0,405.08,Budget,Good
Sports,266.0,3.24,In Stock,30.0,186.2,Budget,Good
Home & Garden,5768.0,3.05,Out of Stock,17.0,4787.44,Premium,Good
Home & Garden,6998.0,3.05,In Stock,47.0,3708.94,Premium,Good
Home & Garden,9359.0,3.05,In Stock,16.0,7861.56,Luxury,Good
Home & Garden,5375.0,2.39,Out of Stock,47.0,2848.75,Premium,Average
Home & Garden,6759.0,3.05,Out of Stock,14.0,5812.74,Premium,Good
Home & Garden,3274.0,3.05,Out of Stock,20.0,2619.2,Mid-Range,Good
Home & Garden,6645.0,4.09,In Stock,24.0,5050.2,Premium,Excellent
Electronics,8139.0,3.03,In Stock,33.0,5453.13,Luxury,Good
Home & Garden,632.0,3.05,In Stock,20.0,505.6,Budget,Good
Home & Garden,1739.0,1.97,In Stock,5.0,1652.05,Budget,Poor
Electronics,7484.0,3.35,In Stock,40.0,4490.4,Premium,Good
Home & Garden,4104.0,4.01,In Stock,6.0,3857.76,Mid-Range,Excellent
Home & Garden,246.0,1.36,Out of Stock,45.0,135.3,Budget,Poor
Home & Garden,7176.0,3.4,In Stock,17.0,5956.08,Premium,Good
Home & Garden,8562.0,3.05,In Stock,0.0,8562.0,Luxury,Good
Home & Garden,6673.0,4.26,In Stock,32.0,4537.64,Premium,Excellent
Home & Garden,1755.0,4.55,In Stock,47.0,930.15,Budget,Excellent
Home & Garden,6363.0,3.05,Out of Stock,13.0,5535.81,Premium,Good
Clothing,3370.0,3.25,In Stock,48.0,1752.4,Mid-Range,Good
Electronics,4865.0,3.03,In Stock,41.0,2870.35,Mid-Range,Good
Home & Garden,6655.0,3.05,In Stock,43.0,3793.35,Premium,Good
Home & Garden,3584.0,1.67,In Stock,26.0,2652.16,Mid-Range,Poor
Home & Garden,7983.0,3.38,Out of Stock,24.0,6067.08,Luxury,Good
Electronics,3592.0,3.8,Out of Stock,35.0,2334.8,Mid-Range,Good
Electronics,887.0,4.0,Out of Stock,0.0,887.0,Budget,Good
Sports,6341.0,3.56,Out of Stock,12.0,5580.08,Premium,Good
Home & Garden,9170.0,3.05,Out of Stock,30.0,6419.0,Luxury,Good
Clothing,6566.0,3.25,In Stock,39.0,4005.26,Premium,Good
Sports,7553.0,4.19,Out of Stock,16.0,6344.52,Luxury,Excellent
Clothing,9502.0,4.83,In Stock,49.0,4846.02,Luxury,Excellent
Home & Garden,6262.0,2.96,Out of Stock,29.0,4446.02,Premium,Average
Electronics,3507.0,3.03,In Stock,26.0,2595.18,Mid-Range,Good
Home & Garden,7487.0,3.05,In Stock,9.0,6813.17,Premium,Good
Home & Garden,7556.0,3.05,Out of Stock,19.0,6120.36,Luxury,Good
Home & Garden,4370.0,2.82,In Stock,24.0,3321.2,Mid-Range,Average
Home & Garden,9091.0,2.17,In Stock,24.0,6909.16,Luxury,Average
Home & Garden,3235.0,1.63,Out of Stock,9.0,2943.85,Mid-Range,Poor
Electronics,2969.0,2.09,In Stock,23.0,2286.13,Mid-Range,Average
Clothing,9419.0,3.25,In Stock,32.0,6404.92,Luxury,Good
Sports,7158.0,4.55,In Stock,20.0,5726.4,Premium,Excellent
Home & Garden,4295.0,3.88,In Stock,24.0,3264.2,Mid-Range,Good
Home & Garden,558.0,3.05,In Stock,23.0,429.66,Budget,Good
Home & Garden,9337.0,3.05,In Stock,13.0,8123.19,Luxury,Good
Electronics,5071.0,3.55,In Stock,26.0,3752.54,Premium,Good
Home & Garden,1544.0,4.97,Out of Stock,3.0,1497.68,Budget,Excellent
Home & Garden,8858.0,4.61,In Stock,34.0,5846.28,Luxury,Excellent
Home & Garden,1055.0,2.39,Out of Stock,10.0,949.5,Budget,Average
Electronics,3330.0,2.92,In Stock,17.0,2763.9,Mid-Range,Average
Home & Garden,6768.0,3.05,In Stock,1.0,6700.32,Premium,Good
Electronics,883.0,3.03,Out of Stock,42.0,512.14,Budget,Good
Home & Garden,2514.0,4.56,In Stock,40.0,1508.4,Mid-Range,Excellent
Home & Garden,4778.0,4.38,Out of Stock,17.0,3965.74,Mid-Range,Excellent
Home & Garden,1190.0,3.05,Out of Stock,2.0,1166.2,Budget,Good
Home & Garden,9790.0,3.33,In Stock,23.0,7538.3,Luxury,Good
Home & Garden,6743.0,2.72,In Stock,44.0,3776.08,Premium,Average
Sports,6481.0,3.81,Out of Stock,43.0,3694.17,Premium,Good
Home & Garden,6086.0,4.46,In Stock,2.0,5964.28,Premium,Excellent
Electronics,4013.0,3.03,Out of Stock,46.0,2167.02,Mid-Range,Good
Home & Garden,7307.0,3.05,In Stock,14.0,6284.02,Premium,Good
Home & Garden,2833.0,3.54,Out of Stock,24.0,2153.08,Mid-Range,Good
Home & Garden,4851.0,4.56,In Stock,16.0,4074.84,Mid-Range,Excellent
Home & Garden,5000.0,3.05,Out of Stock,11.0,4450.0,Mid-Range,Good
Home & Garden,863.0,3.05,In Stock,30.0,604.1,Budget,Good
Sports,4094.0,2.93,Out of Stock,26.0,3029.56,Mid-Range,Average
Electronics,234.0,3.96,In Stock,24.0,177.84,Budget,Good
Sports,3931.0,3.24,Out of Stock,34.0,2594.46,Mid-Range,Good
Home & Garden,5700.0,3.05,In Stock,36.0,3648.0,Premium,Good
Home & Garden,3748.0,3.05,Out of Stock,28.0,2698.56,Mid-Range,Good
Home & Garden,1531.0,2.17,Out of Stock,1.0,1515.69,Budget,Average
Home & Garden,6687.0,3.05,Out of Stock,24.0,5082.12,Premium,Good
Sports,7598.0,3.24,Out of Stock,27.0,5546.54,Luxury,Good
Home & Garden,3730.0,1.4,In Stock,0.0,3730.0,Mid-Range,Poor
Home & Garden,8578.0,3.05,In Stock,48.0,4460.56,Luxury,Good
Clothing,954.0,3.12,In Stock,20.0,763.2,Budget,Good
Home & Garden,269.0,3.05,Out of Stock,49.0,137.19,Budget,Good
Home & Garden,7210.0,2.76,Out of Stock,14.0,6200.6,Premium,Average
Home & Garden,9488.0,3.05,In Stock,24.0,7210.88,Luxury,Good
Home & Garden,4506.0,3.05,In Stock,41.0,2658.54,Mid-Range,Good
Home & Garden,3454.0,3.05,In Stock,35.0,2245.1,Mid-Range,Good
Home & Garden,3329.0,1.52,Out of Stock,26.0,2463.46,Mid-Range,Poor
Home & Garden,8863.0,3.05,Out of Stock,48.0,4608.76,Luxury,Good
Home & Garden,7314.0,4.11,In Stock,24.0,5558.64,Premium,Excellent
Home & Garden,9433.0,4.68,Out of Stock,0.0,9433.0,Luxury,Excellent
Home & Garden,9716.0,4.76,In Stock,41.0,5732.44,Luxury,Excellent
Sports,5686.0,4.72,In Stock,24.0,4321.36,Premium,Excellent
Home & Garden,3787.0,4.8,In Stock,0.0,3787.0,Mid-Range,Excellent
Sports,9256.0,3.24,Out of Stock,8.0,8515.52,Luxury,Good
Home & Garden,7343.0,3.05,In Stock,24.0,5580.68,Premium,Good
Home & Garden,5495.0,2.48,In Stock,47.0,2912.35,Premium,Average
Home & Garden,3217.0,3.05,Out of Stock,8.0,2959.64,Mid-Range,Good
Home & Garden,2583.0,4.96,Out of Stock,6.0,2428.02,Mid-Range,Excellent
Home & Garden,9205.0,3.05,In Stock,45.0,5062.75,Luxury,Good
Electronics,5153.0,3.03,In Stock,29.0,3658.63,Premium,Good
Clothing,4927.0,3.25,Out of Stock,17.0,4089.41,Mid-Range,Good
Electronics,3874.0,3.27,In Stock,0.0,3874.0,Mid-Range,Good
Home & Garden,9434.0,1.91,Out of Stock,3.0,9150.98,Luxury,Poor
Clothing,9209.0,1.29,In Stock,15.0,7827.65,Luxury,Poor
Home & Garden,9543.0,3.05,In Stock,36.0,6107.52,Luxury,Good
Home & Garden,3782.0,3.05,In Stock,15.0,3214.7,Mid-Range,Good
Electronics,6808.0,3.58,In Stock,49.0,3472.08,Premium,Good
Home & Garden,4962.0,3.05,In Stock,7.0,4614.66,Mid-Range,Good
Sports,1161.0,4.87,Out of Stock,30.0,812.7,Budget,Excellent
Home & Garden,175.0,3.75,In Stock,40.0,105.0,Budget,Good
Home & Garden,8589.0,1.42,In Stock,31.0,5926.41,Luxury,Poor
Home & Garden,4686.0,4.25,In Stock,5.0,4451.7,Mid-Range,Excellent
Electronics,4209.0,1.84,In Stock,44.0,2357.04,Mid-Range,Poor
Home & Garden,2337.0,2.61,Out of Stock,24.0,1776.12,Budget,Average
Home & Garden,9238.0,3.05,In Stock,39.0,5635.18,Luxury,Good
Home & Garden,4621.0,3.05,In Stock,25.0,3465.75,Mid-Range,Good
Home & Garden,8447.0,4.53,Out of Stock,20.0,6757.6,Luxury,Excellent
Home & Garden,9601.0,1.23,Out of Stock,29.0,6816.71,Luxury,Poor
Clothing,6512.0,2.1,In Stock,34.0,4297.92,Premium,Average
Home & Garden,2763.0,3.05,Out of Stock,41.0,1630.17,Mid-Range,Good
Clothing,6483.0,1.13,Out of Stock,12.0,5705.04,Premium,Poor
Home & Garden,6790.0,3.05,In Stock,26.0,5024.6,Premium,Good
Home & Garden,2433.0,3.05,In Stock,16.0,2043.72,Budget,Good
Home & Garden,9030.0,3.05,In Stock,32.0,6140.4,Luxury,Good
Home & Garden,1956.0,4.97,In Stock,31.0,1349.64,Budget,Excellent
Clothing,4258.0,3.25,In Stock,34.0,2810.28,Mid-Range,Good
Home & Garden,2180.0,1.28,Out of Stock,24.0,1656.8,Budget,Poor
Home & Garden,3070.0,3.05,Out of Stock,46.0,1657.8,Mid-Range,Good
Home & Garden,2846.0,2.88,Out of Stock,28.0,2049.12,Mid-Range,Average
Home & Garden,5562.0,3.31,In Stock,6.0,5228.28,Premium,Good
Home & Garden,894.0,3.05,Out of Stock,2.0,876.12,Budget,Good
Home & Garden,6742.0,3.05,Out of Stock,11.0,6000.38,Premium,Good
Home & Garden,4820.0,2.77,In Stock,45.0,2651.0,Mid-Range,Average
Home & Garden,6357.0,1.33,In Stock,5.0,6039.15,Premium,Poor
Home & Garden,9197.0,3.58,Out of Stock,35.0,5978.05,Luxury,Good
Clothing,7238.0,3.25,In Stock,15.0,6152.3,Premium,Good
Home & Garden,445.0,3.74,Out of Stock,13.0,387.15,Budget,Good
Home & Garden,9252.0,3.05,In Stock,24.0,7031.52,Luxury,Good
Electronics,2963.0,3.03,Out of Stock,6.0,2785.22,Mid-Range,Good
Home & Garden,8269.0,3.05,In Stock,44.0,4630.64,Luxury,Good
Home & Garden,7216.0,4.52,In Stock,38.0,4473.92,Premium,Excellent
Home & Garden,2558.0,3.05,Out of Stock,1.0,2532.42,Mid-Range,Good
Electronics,6700.0,2.74,In Stock,42.0,3886.0,Premium,Average
Home & Garden,6750.0,4.14,Out of Stock,13.0,5872.5,Premium,Excellent
Home & Garden,6485.0,4.0,In Stock,40.0,3891.0,Premium,Good
Home & Garden,8200.0,3.1,In Stock,6.0,7708.0,Luxury,Good
Home & Garden,4887.0,3.05,Out of Stock,18.0,4007.34,Mid-Range,Good
Home & Garden,3247.0,3.05,In Stock,44.0,1818.32,Mid-Range,Good
Home & Garden,6760.0,3.05,In Stock,6.0,6354.4,Premium,Good
Home & Garden,1112.0,3.05,Out of Stock,34.0,733.92,Budget,Good
Sports,4525.0,3.61,In Stock,26.0,3348.5,Mid-Range,Good
Home & Garden,6324.0,2.59,Out of Stock,10.0,5691.6,Premium,Average
Home & Garden,6277.0,2.12,In Stock,3.0,6088.69,Premium,Average
Home & Garden,1248.0,3.05,Out of Stock,5.0,1185.6,Budget,Good
Home & Garden,4250.0,4.93,In Stock,30.0,2975.0,Mid-Range,Excellent
Sports,5752.0,2.01,Out of Stock,4.0,5521.92,Premium,Average
Sports,4568.0,3.24,In Stock,47.0,2421.04,Mid-Range,Good
Electronics,9098.0,2.83,Out of Stock,41.0,5367.82,Luxury,Average
Home & Garden,9687.0,3.59,In Stock,24.0,7362.12,Luxury,Good
Home & Garden,205.0,3.05,Out of Stock,24.0,155.8,Budget,Good
Electronics,6309.0,3.63,In Stock,44.0,3533.04,Premium,Good
Home & Garden,6277.0,3.05,Out of Stock,5.0,5963.15,Premium,Good
Electronics,3282.0,3.03,In Stock,38.0,2034.84,Mid-Range,Good
Home & Garden,4310.0,4.63,In Stock,2.0,4223.8,Mid-Range,Excellent
Clothing,4378.0,3.25,Out of Stock,37.0,2758.14,Mid-Range,Good
Home & Garden,4962.0,1.95,In Stock,48.0,2580.24,Mid-Range,Poor
Home & Garden,3844.0,1.4,In Stock,6.0,3613.36,Mid-Range,Poor
Sports,8324.0,3.24,In Stock,3.0,8074.28,Luxury,Good
Home & Garden,339.0,4.86,In Stock,22.0,264.42,Budget,Excellent
Home & Garden,7165.0,3.05,Out of Stock,21.0,5660.35,Premium,Good
Home & Garden,3974.0,3.05,In Stock,49.0,2026.74,Mid-Range,Good
Sports,9534.0,1.47,Out of Stock,3.0,9247.98,Luxury,Poor
Electronics,4421.0,3.03,In Stock,23.0,3404.17,Mid-Range,Good
Home & Garden,3618.0,3.48,In Stock,15.0,3075.3,Mid-Range,Good
Home & Garden,3791.0,2.84,In Stock,20.0,3032.8,Mid-Range,Average
Home & Garden,3411.0,3.05,In Stock,27.0,2490.03,Mid-Range,Good
Home & Garden,9974.0,3.05,Out of Stock,9.0,9076.34,Luxury,Good
Electronics,4767.0,1.62,In Stock,30.0,3336.9,Mid-Range,Poor
Home & Garden,3861.0,3.05,In Stock,26.0,2857.14,Mid-Range,Good
Home & Garden,5806.0,3.05,Out of Stock,45.0,3193.3,Premium,Good
Home & Garden,4154.0,3.05,Out of Stock,24.0,3157.04,Mid-Range,Good
Sports,4212.0,3.24,In Stock,14.0,3622.32,Mid-Range,Good
Home & Garden,7313.0,2.14,In Stock,23.0,5631.01,Premium,Average
Electronics,2074.0,3.03,In Stock,38.0,1285.88,Budget,Good
Home & Garden,4455.0,3.05,In Stock,13.0,3875.85,Mid-Range,Good
Home & Garden,7111.0,3.05,Out of Stock,15.0,6044.35,Premium,Good
Home & Garden,976.0,3.05,Out of Stock,12.0,858.88,Budget,Good
Home & Garden,5329.0,3.05,In Stock,28.0,3836.88,Premium,Good
Home & Garden,2113.0,3.05,Out of Stock,44.0,1183.28,Budget,Good
Sports,7866.0,4.45,Out of Stock,0.0,7866.0,Luxury,Excellent
Home & Garden,4962.0,3.05,In Stock,30.0,3473.4,Mid-Range,Good
Home & Garden,1671.0,3.37,In Stock,7.0,1554.03,Budget,Good
Electronics,6389.0,3.03,In Stock,12.0,5622.32,Premium,Good
Home & Garden,3811.0,3.05,In Stock,19.0,3086.91,Mid-Range,Good
Electronics,6578.0,2.88,Out of Stock,37.0,4144.14,Premium,Average
Home & Garden,9150.0,2.17,Out of Stock,6.0,8601.0,Luxury,Average
Home & Garden,9495.0,4.96,In Stock,36.0,6076.8,Luxury,Excellent
Home & Garden,8630.0,3.05,Out of Stock,7.0,8025.9,Luxury,Good
Home & Garden,7368.0,2.22,In Stock,23.0,5673.36,Premium,Average
Home & Garden,7906.0,3.05,In Stock,24.0,6008.56,Luxury,Good
